NumeroLancamento,DataCompetencia,DW,Local,Diff
352196,2025-10-01,0.00,1062.90,-1062.90
353814,2025-11-01,1053.92,0.00,1053.92
344651,2025-10-01,0.00,-1040.00,1040.00
351054,2025-10-01,0.00,1030.89,-1030.89
350141,2025-10-01,0.00,1027.72,-1027.72
347859,2025-10-01,0.00,1025.28,-1025.28
351161,2025-11-01,1000.00,0.00,1000.00
347936,2025-10-01,0.00,-1000.00,1000.00
354699,2025-11-01,994.72,0.00,994.72
351546,2025-10-01,0.00,991.55,-991.55
344652,2025-10-01,0.00,-984.28,984.28
353798,2025-11-01,984.14,0.00,984.14
345254,2025-10-01,0.00,-969.87,969.87
353827,2025-11-01,968.43,0.00,968.43
347083,2025-10-01,0.00,-963.00,963.00
351064,2025-10-01,0.00,960.36,-960.36
353822,2025-11-01,938.10,0.00,938.10
352521,2025-11-01,931.71,0.00,931.71
345234,2025-10-01,0.00,-926.00,926.00
346839,2025-10-01,0.00,-920.00,920.00
352190,2025-10-01,0.00,904.93,-904.93
345148,2025-10-01,0.00,-890.00,890.00
350136,2025-10-01,0.00,890.00,-890.00
353249,2025-11-01,889.30,0.00,889.30
357602,2025-11-01,-880.41,0.00,-880.41
345046,2025-10-01,0.00,-880.00,880.00
345062,2025-10-01,0.00,-880.00,880.00
344655,2025-10-01,0.00,-871.07,871.07
345194,2025-10-01,0.00,-859.82,859.82
353828,2025-11-01,854.00,0.00,854.00
353794,2025-11-01,840.00,0.00,840.00
350121,2025-10-01,0.00,840.00,-840.00
344669,2025-10-01,0.00,-838.04,838.04
352201,2025-10-01,0.00,804.42,-804.42
348261,2025-11-01,-800.00,0.00,-800.00
347089,2025-10-01,0.00,-800.00,800.00
349632,2025-10-01,0.00,797.00,-797.00
348485,2025-11-01,-785.00,0.00,-785.00
354143,2025-11-01,776.55,0.00,776.55
354727,2025-11-01,776.00,0.00,776.00
350026,2025-10-01,0.00,774.76,-774.76
351185,2025-10-01,0.00,774.76,-774.76
344706,2025-10-01,0.00,-774.45,774.45
350131,2025-10-01,0.00,756.93,-756.93
354747,2025-11-01,751.20,0.00,751.20
347148,2025-10-01,0.00,-750.00,750.00
351658,2025-10-01,0.00,748.52,-748.52
344935,2025-10-01,0.00,-745.00,745.00
354132,2025-11-01,744.51,0.00,744.51
344820,2025-10-01,0.00,-730.00,730.00
348516,2025-11-01,-729.80,0.00,-729.80
350146,2025-10-01,0.00,725.61,-725.61
350134,2025-10-01,0.00,723.93,-723.93
353080,2025-11-01,720.00,0.00,720.00
345144,2025-10-01,0.00,-720.00,720.00
353795,2025-11-01,700.00,0.00,700.00
348448,2025-11-01,-680.00,0.00,-680.00
344804,2025-10-01,0.00,-680.00,680.00
350143,2025-10-01,0.00,680.00,-680.00
344913,2025-10-01,0.00,-672.20,672.20
345581,2025-10-01,0.00,-672.00,672.00
353800,2025-11-01,670.00,0.00,670.00
354577,2025-11-01,670.00,0.00,670.00
353825,2025-11-01,669.18,0.00,669.18
346530,2025-11-01,-667.00,0.00,-667.00
350149,2025-10-01,0.00,655.00,-655.00
353821,2025-11-01,649.00,0.00,649.00
344940,2025-10-01,0.00,-639.00,639.00
344676,2025-10-01,0.00,-630.00,630.00
344957,2025-10-01,0.00,-620.00,620.00
354545,2025-11-01,615.34,0.00,615.34
350126,2025-10-01,0.00,613.40,-613.40
348259,2025-11-01,-610.00,0.00,-610.00
354127,2025-11-01,601.31,0.00,601.31
348486,2025-11-01,-600.00,0.00,-600.00
353797,2025-11-01,599.62,0.00,599.62
344788,2025-10-01,0.00,-597.78,597.78
345044,2025-10-01,0.00,-590.00,590.00
347794,2025-10-01,0.00,-583.00,583.00
354137,2025-11-01,581.08,0.00,581.08
344681,2025-10-01,0.00,-580.00,580.00
345057,2025-10-01,0.00,-579.00,579.00
344813,2025-10-01,0.00,-574.00,574.00
354037,2025-11-01,573.25,0.00,573.25
354053,2025-11-01,573.25,0.00,573.25
351075,2025-10-01,0.00,572.70,-572.70
353826,2025-11-01,572.59,0.00,572.59
354698,2025-11-01,571.99,0.00,571.99
348578,2025-11-01,-569.00,0.00,-569.00
343963,2025-10-01,0.00,-560.00,560.00
353247,2025-11-01,554.00,0.00,554.00
354073,2025-11-01,544.62,0.00,544.62
350876,2025-10-01,0.00,544.09,-544.09
344632,2025-10-01,0.00,-543.90,543.90
344973,2025-10-01,0.00,-530.00,530.00
353248,2025-11-01,520.00,0.00,520.00
351035,2025-10-01,0.00,515.43,-515.43
351416,2025-10-01,0.00,515.43,-515.43
351029,2025-10-01,0.00,515.42,-515.42
350880,2025-10-01,0.00,515.41,-515.41
353811,2025-11-01,512.56,0.00,512.56
350294,2025-10-01,0.00,504.07,-504.07
350130,2025-10-01,0.00,500.48,-500.48
348453,2025-11-01,-500.00,0.00,-500.00
349789,2025-11-01,500.00,0.00,500.00
350281,2025-11-01,500.00,0.00,500.00
351145,2025-11-01,500.00,0.00,500.00
351147,2025-11-01,500.00,0.00,500.00
346055,2025-10-01,0.00,500.00,-500.00
346861,2025-10-01,0.00,500.00,-500.00
347186,2025-10-01,0.00,500.00,-500.00
347188,2025-10-01,0.00,500.00,-500.00
349081,2025-10-01,0.00,499.88,-499.88
354542,2025-11-01,490.00,0.00,490.00
352187,2025-10-01,0.00,487.65,-487.65
348264,2025-11-01,-485.00,0.00,-485.00
350147,2025-10-01,0.00,481.93,-481.93
350138,2025-10-01,0.00,477.74,-477.74
352189,2025-10-01,0.00,477.74,-477.74
353815,2025-11-01,463.00,0.00,463.00
344819,2025-10-01,0.00,-460.00,460.00
348459,2025-10-01,0.00,458.14,-458.14
353830,2025-11-01,456.00,0.00,456.00
348265,2025-11-01,-450.00,0.00,-450.00
345043,2025-10-01,0.00,-450.00,450.00
345151,2025-10-01,0.00,-450.00,450.00
348077,2025-10-01,0.00,-450.00,450.00
350148,2025-10-01,0.00,450.00,-450.00
350139,2025-10-01,0.00,449.65,-449.65
350142,2025-10-01,0.00,446.80,-446.80
352719,2025-11-01,434.00,0.00,434.00
350035,2025-10-01,0.00,430.06,-430.06
345213,2025-10-01,0.00,-415.00,415.00
349083,2025-10-01,0.00,411.62,-411.62
344040,2025-10-01,0.00,-410.00,410.00
351611,2025-10-01,0.00,409.90,-409.90
344667,2025-10-01,0.00,-402.80,402.80
345015,2025-10-01,0.00,-400.00,400.00
345257,2025-10-01,0.00,-400.00,400.00
349086,2025-10-01,0.00,400.00,-400.00
350935,2025-10-01,0.00,399.35,-399.35
345025,2025-10-01,0.00,-397.00,397.00
353782,2025-11-01,395.60,0.00,395.60
354740,2025-11-01,393.60,0.00,393.60
350884,2025-10-01,0.00,387.38,-387.38
345221,2025-10-01,0.00,-387.00,387.00
345539,2025-10-01,0.00,-387.00,387.00
348594,2025-11-01,-386.00,0.00,-386.00
345016,2025-10-01,0.00,-380.00,380.00
345538,2025-10-01,0.00,-380.00,380.00
354857,2025-11-01,379.92,0.00,379.92
344986,2025-10-01,0.00,-379.00,379.00
352210,2025-10-01,0.00,376.00,-376.00
352211,2025-10-01,0.00,376.00,-376.00
353806,2025-11-01,371.83,0.00,371.83
348536,2025-11-01,-370.00,0.00,-370.00
344666,2025-10-01,0.00,-368.00,368.00
344800,2025-10-01,0.00,-365.00,365.00
354118,2025-11-01,364.13,0.00,364.13
345229,2025-10-01,0.00,-352.00,352.00
349633,2025-10-01,0.00,349.50,-349.50
345672,2025-10-01,0.00,-349.40,349.40
354738,2025-11-01,344.84,0.00,344.84
354737,2025-11-01,344.30,0.00,344.30
354124,2025-11-01,344.17,0.00,344.17
353947,2025-11-01,343.63,0.00,343.63
352720,2025-11-01,343.63,0.00,343.63
354239,2025-11-01,343.62,0.00,343.62
350913,2025-10-01,0.00,343.62,-343.62
351106,2025-10-01,0.00,343.61,-343.61
353560,2025-11-01,340.00,0.00,340.00
352208,2025-10-01,0.00,340.00,-340.00
348454,2025-11-01,-330.00,0.00,-330.00
344645,2025-10-01,0.00,-330.00,330.00
345152,2025-10-01,0.00,-330.00,330.00
345237,2025-10-01,0.00,-330.00,330.00
344653,2025-10-01,0.00,-321.53,321.53
344658,2025-10-01,0.00,-321.45,321.45
345225,2025-10-01,0.00,-320.00,320.00
345235,2025-10-01,0.00,-320.00,320.00
344665,2025-10-01,0.00,-312.98,312.98
344662,2025-10-01,0.00,-310.00,310.00
354103,2025-11-01,308.23,0.00,308.23
351137,2025-10-01,0.00,300.66,-300.66
344834,2025-10-01,0.00,-300.00,300.00
345201,2025-10-01,0.00,-300.00,300.00
345141,2025-10-01,0.00,-297.50,297.50
344817,2025-10-01,0.00,-295.00,295.00
344821,2025-10-01,0.00,-295.00,295.00
345231,2025-10-01,0.00,-290.00,290.00
351074,2025-10-01,0.00,286.36,-286.36
350904,2025-10-01,0.00,286.35,-286.35
354161,2025-11-01,285.91,0.00,285.91
353816,2025-11-01,280.00,0.00,280.00
345078,2025-10-01,0.00,-280.00,280.00
353813,2025-11-01,277.24,0.00,277.24
345068,2025-10-01,0.00,-275.00,275.00
345580,2025-10-01,0.00,-275.00,275.00
345241,2025-10-01,0.00,-274.00,274.00
345232,2025-10-01,0.00,-272.00,272.00
351027,2025-10-01,0.00,263.50,-263.50
345236,2025-10-01,0.00,-260.00,260.00
348710,2025-10-01,0.00,259.86,-259.86
354138,2025-11-01,258.26,0.00,258.26
350936,2025-10-01,0.00,257.73,-257.73
351183,2025-10-01,0.00,257.73,-257.73
351139,2025-10-01,0.00,257.72,-257.72
354135,2025-11-01,257.71,0.00,257.71
354146,2025-11-01,257.71,0.00,257.71
350931,2025-10-01,0.00,257.71,-257.71
351081,2025-10-01,0.00,257.71,-257.71
351087,2025-10-01,0.00,257.71,-257.71
345026,2025-10-01,0.00,-250.00,250.00
350781,2025-10-01,0.00,250.00,-250.00
351425,2025-10-01,0.00,247.28,-247.28
345007,2025-10-01,0.00,-247.00,247.00
351068,2025-10-01,0.00,243.39,-243.39
348512,2025-11-01,-240.00,0.00,-240.00
353766,2025-11-01,238.26,0.00,238.26
352725,2025-11-01,234.78,0.00,234.78
353204,2025-11-01,234.78,0.00,234.78
354244,2025-11-01,234.78,0.00,234.78
352457,2025-11-01,234.78,0.00,234.78
354185,2025-11-01,234.78,0.00,234.78
354250,2025-11-01,234.78,0.00,234.78
354420,2025-11-01,234.78,0.00,234.78
348286,2025-10-01,0.00,234.78,-234.78
351889,2025-10-01,0.00,234.78,-234.78
351187,2025-10-01,0.00,234.28,-234.28
345189,2025-10-01,0.00,-233.00,233.00
352194,2025-10-01,0.00,232.65,-232.65
344985,2025-10-01,0.00,-230.00,230.00
345195,2025-10-01,0.00,-230.00,230.00
353781,2025-11-01,229.09,0.00,229.09
351069,2025-10-01,0.00,229.09,-229.09
354119,2025-11-01,229.08,0.00,229.08
348450,2025-11-01,-229.00,0.00,-229.00
347697,2025-10-01,0.00,-227.00,227.00
344657,2025-10-01,0.00,-225.27,225.27
344633,2025-10-01,0.00,-221.10,221.10
351170,2025-10-01,0.00,221.08,-221.08
345142,2025-10-01,0.00,-220.00,220.00
351561,2025-10-01,0.00,215.04,-215.04
345008,2025-10-01,0.00,-215.00,215.00
354148,2025-11-01,214.76,0.00,214.76
350877,2025-10-01,0.00,214.76,-214.76
351116,2025-10-01,0.00,211.76,-211.76
349057,2025-10-01,0.00,206.28,-206.28
354160,2025-11-01,204.93,0.00,204.93
345495,2025-10-01,0.00,-204.34,204.34
349715,2025-11-01,-204.00,0.00,-204.00
351065,2025-10-01,0.00,200.45,-200.45
353670,2025-11-01,200.00,0.00,200.00
344830,2025-10-01,0.00,-200.00,200.00
351101,2025-10-01,0.00,199.54,-199.54
351110,2025-10-01,0.00,199.06,-199.06
350924,2025-10-01,0.00,197.98,-197.98
350905,2025-10-01,0.00,193.69,-193.69
354735,2025-11-01,187.42,0.00,187.42
344595,2025-10-01,0.00,-187.00,187.00
348141,2025-10-01,0.00,-184.25,184.25
348597,2025-11-01,-180.00,0.00,-180.00
351329,2025-10-01,0.00,179.80,-179.80
356509,2025-10-01,0.00,-176.09,176.09
348227,2025-10-01,0.00,176.08,-176.08
349155,2025-10-01,0.00,176.08,-176.08
350381,2025-10-01,0.00,176.08,-176.08
359617,2025-10-01,0.00,-176.08,176.08
354121,2025-11-01,175.28,0.00,175.28
347403,2025-11-01,-175.00,0.00,-175.00
351050,2025-10-01,0.00,171.82,-171.82
351066,2025-10-01,0.00,171.82,-171.82
353767,2025-11-01,171.81,0.00,171.81
354131,2025-11-01,171.81,0.00,171.81
354076,2025-11-01,171.81,0.00,171.81
351046,2025-10-01,0.00,171.81,-171.81
354099,2025-11-01,171.80,0.00,171.80
354145,2025-11-01,171.80,0.00,171.80
350886,2025-10-01,0.00,171.80,-171.80
344037,2025-10-01,0.00,-165.00,165.00
354097,2025-11-01,163.68,0.00,163.68
345058,2025-10-01,0.00,-160.00,160.00
345146,2025-10-01,0.00,-160.00,160.00
345214,2025-10-01,0.00,-160.00,160.00
353212,2025-11-01,156.18,0.00,156.18
353849,2025-11-01,156.18,0.00,156.18
348287,2025-10-01,0.00,156.18,-156.18
357873,2025-10-01,0.00,-156.18,156.18
344808,2025-10-01,0.00,-152.00,152.00
351091,2025-10-01,0.00,151.08,-151.08
344807,2025-10-01,0.00,-150.00,150.00
345222,2025-10-01,0.00,-150.00,150.00
347084,2025-10-01,0.00,-150.00,150.00
350144,2025-10-01,0.00,150.00,-150.00
347167,2025-10-01,0.00,-149.90,149.90
354600,2025-11-01,146.60,0.00,146.60
344897,2025-10-01,0.00,-140.00,140.00
353780,2025-11-01,134.13,0.00,134.13
351099,2025-10-01,0.00,132.30,-132.30
351167,2025-10-01,0.00,131.54,-131.54
344790,2025-10-01,0.00,-130.00,130.00
347068,2025-10-01,0.00,-130.00,130.00
348518,2025-11-01,-129.90,0.00,-129.90
350926,2025-10-01,0.00,128.85,-128.85
351031,2025-10-01,0.00,128.85,-128.85
351071,2025-10-01,0.00,128.85,-128.85
351107,2025-10-01,0.00,128.85,-128.85
351109,2025-10-01,0.00,128.85,-128.85
344789,2025-10-01,0.00,-125.29,125.29
349994,2025-10-01,0.00,123.64,-123.64
351866,2025-10-01,0.00,123.64,-123.64
348577,2025-11-01,-120.00,0.00,-120.00
344899,2025-10-01,0.00,-120.00,120.00
345042,2025-10-01,0.00,-120.00,120.00
345671,2025-10-01,0.00,-120.00,120.00
348139,2025-10-01,0.00,-120.00,120.00
351044,2025-10-01,0.00,118.09,-118.09
351094,2025-10-01,0.00,117.19,-117.19
351095,2025-10-01,0.00,117.19,-117.19
351096,2025-10-01,0.00,117.19,-117.19
348395,2025-10-01,0.00,117.14,-117.14
351209,2025-10-01,0.00,117.14,-117.14
350878,2025-10-01,0.00,117.07,-117.07
351117,2025-10-01,0.00,116.86,-116.86
353778,2025-11-01,114.54,0.00,114.54
353787,2025-11-01,114.54,0.00,114.54
354078,2025-11-01,114.54,0.00,114.54
354075,2025-11-01,114.54,0.00,114.54
353946,2025-11-01,114.54,0.00,114.54
354105,2025-11-01,114.54,0.00,114.54
350879,2025-10-01,0.00,114.54,-114.54
350896,2025-10-01,0.00,114.54,-114.54
351033,2025-10-01,0.00,114.54,-114.54
351052,2025-10-01,0.00,114.54,-114.54
351070,2025-10-01,0.00,114.54,-114.54
351093,2025-10-01,0.00,114.54,-114.54
351112,2025-10-01,0.00,114.54,-114.54
351186,2025-10-01,0.00,114.54,-114.54
351092,2025-10-01,0.00,111.49,-111.49
351114,2025-10-01,0.00,111.04,-111.04
351115,2025-10-01,0.00,111.04,-111.04
351113,2025-10-01,0.00,110.42,-110.42
344814,2025-10-01,0.00,-110.00,110.00
345233,2025-10-01,0.00,-110.00,110.00
354247,2025-11-01,106.57,0.00,106.57
353208,2025-11-01,106.30,0.00,106.30
352438,2025-11-01,104.13,0.00,104.13
352440,2025-11-01,104.13,0.00,104.13
352439,2025-11-01,104.13,0.00,104.13
353205,2025-11-01,104.13,0.00,104.13
353213,2025-11-01,104.13,0.00,104.13
352454,2025-11-01,104.13,0.00,104.13
353210,2025-11-01,104.13,0.00,104.13
353206,2025-11-01,104.13,0.00,104.13
353211,2025-11-01,104.13,0.00,104.13
353214,2025-11-01,104.13,0.00,104.13
353848,2025-11-01,104.13,0.00,104.13
353850,2025-11-01,104.13,0.00,104.13
354390,2025-11-01,104.13,0.00,104.13
353207,2025-11-01,104.13,0.00,104.13
354248,2025-11-01,104.13,0.00,104.13
352726,2025-11-01,104.13,0.00,104.13
354180,2025-11-01,104.13,0.00,104.13
354432,2025-11-01,104.13,0.00,104.13
354446,2025-11-01,104.13,0.00,104.13
354448,2025-11-01,104.13,0.00,104.13
352452,2025-11-01,104.13,0.00,104.13
354447,2025-11-01,104.13,0.00,104.13
354175,2025-11-01,104.13,0.00,104.13
354388,2025-11-01,104.13,0.00,104.13
354450,2025-11-01,104.13,0.00,104.13
359616,2025-11-01,-104.13,0.00,-104.13
348285,2025-10-01,0.00,104.13,-104.13
350648,2025-10-01,0.00,104.13,-104.13
350650,2025-10-01,0.00,104.13,-104.13
351409,2025-10-01,0.00,104.13,-104.13
351410,2025-10-01,0.00,104.13,-104.13
351411,2025-10-01,0.00,104.13,-104.13
357058,2025-10-01,0.00,-104.13,104.13
356390,2025-10-07,-104.12,0.00,-104.12
358007,2025-10-01,0.00,-104.12,104.12
348449,2025-11-01,-100.00,0.00,-100.00
345497,2025-10-01,0.00,-100.00,100.00
348596,2025-11-01,-90.00,0.00,-90.00
344809,2025-10-01,0.00,-90.00,90.00
344822,2025-10-01,0.00,-90.00,90.00
344829,2025-10-01,0.00,-90.00,90.00
344984,2025-10-01,0.00,-90.00,90.00
345540,2025-10-01,0.00,-90.00,90.00
344972,2025-10-01,0.00,-89.00,89.00
351086,2025-10-01,0.00,88.20,-88.20
351089,2025-10-01,0.00,88.12,-88.12
351090,2025-10-01,0.00,88.12,-88.12
351111,2025-10-01,0.00,88.12,-88.12
351104,2025-10-01,0.00,87.92,-87.92
351097,2025-10-01,0.00,87.88,-87.88
348446,2025-10-01,0.00,87.68,-87.68
351118,2025-10-01,0.00,87.64,-87.64
353772,2025-11-01,85.91,0.00,85.91
353775,2025-11-01,85.91,0.00,85.91
354101,2025-11-01,85.91,0.00,85.91
350929,2025-10-01,0.00,85.91,-85.91
351049,2025-10-01,0.00,85.91,-85.91
351051,2025-10-01,0.00,85.91,-85.91
351088,2025-10-01,0.00,85.91,-85.91
351098,2025-10-01,0.00,85.91,-85.91
351105,2025-10-01,0.00,85.91,-85.91
354056,2025-11-01,85.89,0.00,85.89
351330,2025-10-01,0.00,80.16,-80.16
344832,2025-10-01,0.00,-80.00,80.00
344915,2025-10-01,0.00,-80.00,80.00
345006,2025-10-01,0.00,-80.00,80.00
348143,2025-10-01,0.00,-80.00,80.00
351327,2025-10-01,0.00,79.78,-79.78
351331,2025-10-01,0.00,79.78,-79.78
348341,2025-10-01,0.00,79.70,-79.70
353673,2025-11-01,78.10,0.00,78.10
354200,2025-11-01,78.10,0.00,78.10
348225,2025-10-01,0.00,78.10,-78.10
348226,2025-10-01,0.00,78.10,-78.10
348228,2025-10-01,0.00,78.10,-78.10
348229,2025-10-01,0.00,78.10,-78.10
348284,2025-10-01,0.00,78.10,-78.10
348342,2025-10-01,0.00,78.10,-78.10
348510,2025-10-01,0.00,78.10,-78.10
349831,2025-10-01,0.00,78.10,-78.10
351258,2025-10-01,0.00,78.10,-78.10
351328,2025-10-01,0.00,78.10,-78.10
352045,2025-10-01,0.00,-78.10,78.10
355723,2025-10-01,0.00,-78.10,78.10
355726,2025-10-01,0.00,-78.10,78.10
356510,2025-10-01,0.00,-78.10,78.10
357077,2025-10-01,0.00,-78.10,78.10
357080,2025-10-01,0.00,-78.10,78.10
349732,2025-10-01,0.00,78.09,-78.09
357445,2025-10-01,0.00,-78.09,78.09
354060,2025-11-01,77.77,0.00,77.77
354177,2025-11-01,72.35,0.00,72.35
354249,2025-11-01,70.70,0.00,70.70
348483,2025-11-01,-70.00,0.00,-70.00
344668,2025-10-01,0.00,-70.00,70.00
345192,2025-10-01,0.00,-70.00,70.00
345537,2025-10-01,0.00,-70.00,70.00
346531,2025-11-01,-65.00,0.00,-65.00
344982,2025-10-01,0.00,-64.00,64.00
344898,2025-10-01,0.00,-60.00,60.00
344900,2025-10-01,0.00,-60.00,60.00
351548,2025-10-01,0.00,56.33,-56.33
353807,2025-11-01,55.37,0.00,55.37
349919,2025-10-01,0.00,53.03,-53.03
344983,2025-10-01,0.00,-51.00,51.00
348595,2025-11-01,-50.00,0.00,-50.00
344654,2025-10-01,0.00,-50.00,50.00
345188,2025-10-01,0.00,-50.00,50.00
350119,2025-10-01,0.00,50.00,-50.00
344811,2025-10-01,0.00,-45.00,45.00
344971,2025-10-01,0.00,-40.00,40.00
344831,2025-10-01,0.00,-35.00,35.00
344981,2025-10-01,0.00,-35.00,35.00
345196,2025-10-01,0.00,-35.00,35.00
344812,2025-10-01,0.00,-30.00,30.00
345190,2025-10-01,0.00,-30.00,30.00
352206,2025-10-01,0.00,27.50,-27.50
344988,2025-10-01,0.00,-22.00,22.00
345240,2025-10-01,0.00,-20.00,20.00
344801,2025-10-01,0.00,-10.00,10.00
348593,2025-11-01,-6.50,0.00,-6.50
